skill_id,canonical_skill_key,original_tag_ids,tag_count,is_untagged,source_interaction_count,retained_interaction_count
1503,1308,[1308],1,False,673,673
1504,1309,[1309],1,False,836,836
1505,1310,[1310],1,False,902,902
1506,1311,[1311],1,False,667,667
1507,1312,[1312],1,False,663,663
1508,1313,[1313],1,False,1180,1180
1509,1314,[1314],1,False,446,446
1510,1315,[1315],1,False,558,558
1511,1316,[1316],1,False,241,241
1512,1317,[1317],1,False,806,806
1513,1318,[1318],1,False,209,209
1514,1319,[1319],1,False,483,483
1515,1320,[1320],1,False,525,525
1516,1321,[1321],1,False,367,367
1517,1322,[1322],1,False,206,206
1518,1323,[1323],1,False,366,366
1519,1324,[1324],1,False,198,198
1520,1325,[1325],1,False,239,239
1521,1326,[1326],1,False,506,506
