skill_id,canonical_skill_key,is_untagged,tag_count,original_tag_ids,question_count,raw_interaction_count,supervised_interaction_count,retained_interaction_count
765,54;60;184,False,3,"[54,60,184]",10,46681,46657,45660
766,54;60;185,False,3,"[54,60,185]",5,22483,22474,22018
767,54;61;179;182,False,4,"[54,61,179,182]",1,438,438,417
768,54;61;179;183,False,4,"[54,61,179,183]",1,20993,20990,20146
769,54;61;183,False,3,"[54,61,183]",1,5817,5809,5715
770,54;63;179;181,False,4,"[54,63,179,181]",5,28671,28666,27352
771,54;63;179;182,False,4,"[54,63,179,182]",1,4890,4889,4752
772,54;63;179;183,False,4,"[54,63,179,183]",5,23039,23031,22444
773,54;63;179;184,False,4,"[54,63,179,184]",1,4113,4111,4050
774,54;63;179;185,False,4,"[54,63,179,185]",1,4785,4784,4692
775,54;63;181,False,3,"[54,63,181]",5,22369,22365,21929
776,54;63;182,False,3,"[54,63,182]",5,28526,28517,27168
777,54;63;183,False,3,"[54,63,183]",1,7556,7552,7352
778,54;63;184,False,3,"[54,63,184]",4,16725,16719,16352
779,54;63;185,False,3,"[54,63,185]",1,6474,6470,6284
780,54;64;179;181,False,4,"[54,64,179,181]",1,4147,4145,4050
781,54;64;179;182,False,4,"[54,64,179,182]",2,9237,9234,9050
782,54;64;179;183,False,4,"[54,64,179,183]",1,4768,4767,4684
783,54;64;179;184,False,4,"[54,64,179,184]",1,8063,8060,7798
784,54;64;179;185,False,4,"[54,64,179,185]",1,4978,4978,4851
785,54;64;181,False,3,"[54,64,181]",1,6987,6984,6815
786,54;64;182,False,3,"[54,64,182]",5,15453,15443,15146
787,54;64;183,False,3,"[54,64,183]",2,10424,10423,10200
788,54;64;185,False,3,"[54,64,185]",2,173845,173842,59923
789,54;65;179;184,False,4,"[54,65,179,184]",4,48202,48179,46507
790,54;65;181,False,3,"[54,65,181]",1,14412,14402,13969
791,54;65;185,False,3,"[54,65,185]",1,12675,12666,12276
792,54;66;179;183,False,4,"[54,66,179,183]",2,20476,20468,19834
793,54;66;182,False,3,"[54,66,182]",4,19767,19752,19270
794,54;66;183,False,3,"[54,66,183]",1,666,666,659
795,54;67;179;182,False,4,"[54,67,179,182]",1,11803,11803,11409
796,54;67;179;183,False,4,"[54,67,179,183]",1,5157,5155,5039
797,54;67;179;184,False,4,"[54,67,179,184]",1,453,453,439
798,54;67;182,False,3,"[54,67,182]",7,28851,28842,28126
799,54;67;183,False,3,"[54,67,183]",4,22988,22982,22426
800,54;67;184,False,3,"[54,67,184]",3,24757,24753,23187
801,54;68;179;181,False,4,"[54,68,179,181]",1,8330,8327,8104
802,54;68;179;183,False,4,"[54,68,179,183]",1,7964,7962,7760
803,54;68;182,False,3,"[54,68,182]",3,27393,27380,26501
804,54;68;184,False,3,"[54,68,184]",1,5550,5548,5433
805,54;69;179;184,False,4,"[54,69,179,184]",1,13519,13512,13086
806,54;69;179;185,False,4,"[54,69,179,185]",1,676,676,654
807,54;69;182,False,3,"[54,69,182]",2,25490,25474,24615
808,54;69;184,False,3,"[54,69,184]",1,6741,6735,6573
809,54;70;179;181,False,4,"[54,70,179,181]",1,13420,13415,12940
810,54;70;179;183,False,4,"[54,70,179,183]",1,14511,14507,14004
811,54;70;181,False,3,"[54,70,181]",1,11541,11536,11095
812,54;70;182,False,3,"[54,70,182]",2,16914,16904,16465
813,54;179;181;182,False,4,"[54,179,181,182]",7,53701,53622,51997
814,54;179;181;185,False,4,"[54,179,181,185]",1,5194,5192,5045
815,54;179;182;183,False,4,"[54,179,182,183]",4,28167,28123,27287
816,54;179;183;184,False,4,"[54,179,183,184]",5,30485,30419,29549
817,54;179;183;185,False,4,"[54,179,183,185]",2,21363,21341,20416
818,54;181;182,False,3,"[54,181,182]",46,277902,277441,265692
819,54;181;182;183,False,4,"[54,181,182,183]",4,18959,18905,18259
820,54;181;182;184,False,4,"[54,181,182,184]",2,8640,8638,8433
821,54;181;183;184,False,4,"[54,181,183,184]",2,6990,6937,6714
822,54;181;183;185,False,4,"[54,181,183,185]",1,532,532,527
823,54;181;184,False,3,"[54,181,184]",23,110820,110620,107505
824,54;181;184;185,False,4,"[54,181,184,185]",4,20103,20002,19466
825,54;181;185,False,3,"[54,181,185]",26,162302,162033,157222
826,54;181;194,False,3,"[54,181,194]",4,21099,21098,20666
827,54;182;183,False,3,"[54,182,183]",57,359194,358624,347319
828,54;182;183;184,False,4,"[54,182,183,184]",2,9115,9051,8772
829,54;182;184,False,3,"[54,182,184]",1,11801,11801,11392
830,54;182;194,False,3,"[54,182,194]",3,20198,20197,19639
831,54;183;184,False,3,"[54,183,184]",36,179322,179124,171868
832,54;183;184;185,False,4,"[54,183,184,185]",2,11813,11789,11467
833,54;183;185,False,3,"[54,183,185]",13,49236,49093,47796
834,54;183;194,False,3,"[54,183,194]",4,26454,26400,25769
835,54;184;185,False,3,"[54,184,185]",1,14865,14864,14365
836,54;185;186,False,3,"[54,185,186]",1,2987,2987,2803
837,55;59;179;181,False,4,"[55,59,179,181]",1,223,223,216
838,55;59;179;183,False,4,"[55,59,179,183]",1,11323,11321,10936
839,55;59;179;184,False,4,"[55,59,179,184]",1,5152,5151,5009
840,55;59;181,False,3,"[55,59,181]",4,19179,19174,18818
841,55;59;182,False,3,"[55,59,182]",4,19726,19722,19335
842,55;59;183,False,3,"[55,59,183]",4,25465,25459,24834
843,55;59;184,False,3,"[55,59,184]",1,6099,6096,5969
844,55;59;185,False,3,"[55,59,185]",3,5757,5756,5637
845,55;60;179;182,False,4,"[55,60,179,182]",1,5044,5044,4950
846,55;60;181,False,3,"[55,60,181]",4,22063,22056,21536
847,55;60;182,False,3,"[55,60,182]",1,5878,5875,5758
848,55;60;183,False,3,"[55,60,183]",3,19306,19304,18845
849,55;60;185,False,3,"[55,60,185]",1,4074,4070,4018
850,55;61;179;181,False,4,"[55,61,179,181]",1,22198,22191,21132
851,55;61;179;182,False,4,"[55,61,179,182]",1,444,444,424
852,55;61;181,False,3,"[55,61,181]",1,8573,8566,8246
853,55;61;182,False,3,"[55,61,182]",1,6328,6323,6170
854,55;62;179;184,False,4,"[55,62,179,184]",1,15720,15711,15173
855,55;62;182,False,3,"[55,62,182]",1,205,205,193
856,55;62;183,False,3,"[55,62,183]",1,19275,19270,18559
857,55;63;179;183,False,4,"[55,63,179,183]",1,5669,5667,5530
858,55;63;181,False,3,"[55,63,181]",1,6057,6057,5901
859,55;63;182,False,3,"[55,63,182]",1,7148,7148,6260
860,55;63;183,False,3,"[55,63,183]",2,7836,7832,7630
861,55;63;185,False,3,"[55,63,185]",1,5444,5443,5332
862,55;64;179;183,False,4,"[55,64,179,183]",1,8922,8919,8715
863,55;64;179;184,False,4,"[55,64,179,184]",2,264,264,253
864,55;64;179;185,False,4,"[55,64,179,185]",1,5193,5192,5068
865,55;64;181,False,3,"[55,64,181]",1,4804,4801,4675
866,55;64;182,False,3,"[55,64,182]",1,6274,6273,6125
867,55;64;183,False,3,"[55,64,183]",2,6339,6266,6055
868,55;64;184,False,3,"[55,64,184]",1,4753,4750,4659
869,55;64;185,False,3,"[55,64,185]",3,19098,19090,18593
870,55;65;179;184,False,4,"[55,65,179,184]",1,10461,10457,10143
871,55;66;179;181,False,4,"[55,66,179,181]",1,10459,10454,10050
872,55;66;179;183,False,4,"[55,66,179,183]",1,10680,10676,10407
873,55;66;182,False,3,"[55,66,182]",1,5449,5444,5317
874,55;66;183,False,3,"[55,66,183]",1,5496,5489,5359
875,55;67;179;181,False,4,"[55,67,179,181]",1,10200,10198,9817
876,55;67;179;182,False,4,"[55,67,179,182]",1,7923,7921,7696
877,55;67;185,False,3,"[55,67,185]",1,9436,9432,9188
878,55;68;181,False,3,"[55,68,181]",1,11135,11134,10772
879,55;68;182,False,3,"[55,68,182]",2,18774,18765,18267
880,55;68;184,False,3,"[55,68,184]",3,23177,23169,22593
881,55;69;184,False,3,"[55,69,184]",1,25754,25746,24385
882,55;70;181,False,3,"[55,70,181]",1,11543,11538,11097
883,55;70;182,False,3,"[55,70,182]",1,6420,6419,6284
884,55;70;185,False,3,"[55,70,185]",1,7484,7476,7257
885,55;179;181;182,False,4,"[55,179,181,182]",4,27730,27712,26896
886,55;179;181;185,False,4,"[55,179,181,185]",1,9111,9110,8813
887,55;179;182;183,False,4,"[55,179,182,183]",2,22343,22338,20405
888,55;179;183;184;185,False,5,"[55,179,183,184,185]",1,17550,17527,16558
889,55;181;182,False,3,"[55,181,182]",25,160606,160338,155550
890,55;181;182;183,False,4,"[55,181,182,183]",3,22950,22899,21251
891,55;181;182;184,False,4,"[55,181,182,184]",2,21773,21753,20945
892,55;181;183,False,3,"[55,181,183]",1,5115,5099,4979
893,55;181;183;185,False,4,"[55,181,183,185]",2,18399,18332,17715
894,55;181;184,False,3,"[55,181,184]",13,99741,99520,95976
895,55;181;185,False,3,"[55,181,185]",12,95462,95422,91662
896,55;182;183,False,3,"[55,182,183]",20,145854,145610,140587
897,55;182;183;184,False,4,"[55,182,183,184]",1,4886,4873,4748
898,55;182;184,False,3,"[55,182,184]",1,6144,6144,5986
899,55;182;300,False,3,"[55,182,300]",1,2201,2201,2111
900,55;183;184,False,3,"[55,183,184]",19,292762,292677,155222
901,55;183;184;185,False,4,"[55,183,184,185]",1,8448,8389,8111
902,55;183;185,False,3,"[55,183,185]",5,26674,26651,25887
903,55;183;194,False,3,"[55,183,194]",2,11513,11512,11271
904,55;183;300,False,3,"[55,183,300]",1,3512,3512,3359
905,55;184;185,False,3,"[55,184,185]",1,7011,6989,6786
906,56;59;179;181,False,4,"[56,59,179,181]",2,592,592,572
907,56;59;179;182,False,4,"[56,59,179,182]",1,5042,5040,4928
908,56;59;179;183,False,4,"[56,59,179,183]",1,11316,11314,10933
909,56;59;179;184,False,4,"[56,59,179,184]",1,5150,5149,5007
910,56;59;181,False,3,"[56,59,181]",7,30021,30014,29439
911,56;59;182,False,3,"[56,59,182]",18,63371,63306,61710
912,56;59;183,False,3,"[56,59,183]",14,64998,64970,63596
913,56;59;184,False,3,"[56,59,184]",7,29580,29571,28930
914,56;59;185,False,3,"[56,59,185]",2,5209,5209,5110
915,56;60;179;181,False,4,"[56,60,179,181]",2,11403,11401,11142
916,56;60;179;182,False,4,"[56,60,179,182]",2,9697,9697,9528
917,56;60;181,False,3,"[56,60,181]",13,36989,36977,36203
918,56;60;182,False,3,"[56,60,182]",15,60266,60250,59135
919,56;60;183,False,3,"[56,60,183]",7,29794,29793,29237
920,56;60;184,False,3,"[56,60,184]",6,26102,26091,25494
921,56;60;185,False,3,"[56,60,185]",4,20156,20150,19714
922,56;61;179;183,False,4,"[56,61,179,183]",1,20989,20986,20142
923,56;61;181,False,3,"[56,61,181]",1,8571,8564,8245
924,56;61;183,False,3,"[56,61,183]",1,5818,5811,5717
925,56;62;179;182,False,4,"[56,62,179,182]",1,22516,22510,21562
926,56;62;179;183,False,4,"[56,62,179,183]",1,274,274,268
927,56;62;179;184,False,4,"[56,62,179,184]",1,15723,15714,15174
928,56;62;182,False,3,"[56,62,182]",1,206,206,194
929,56;63;179;181,False,4,"[56,63,179,181]",2,13174,13171,12201
930,56;63;179;182,False,4,"[56,63,179,182]",3,16481,16478,16052
931,56;63;179;183,False,4,"[56,63,179,183]",3,17373,17367,16939
932,56;63;179;185,False,4,"[56,63,179,185]",2,8643,8642,8460
933,56;63;181,False,3,"[56,63,181]",3,15921,15920,15540
934,56;63;182,False,3,"[56,63,182]",7,37925,37911,36386
935,56;63;183,False,3,"[56,63,183]",2,9057,9057,8850
936,56;63;184,False,3,"[56,63,184]",3,13016,13010,12716
937,56;63;185,False,3,"[56,63,185]",1,6470,6466,6280
938,56;64;179;182,False,4,"[56,64,179,182]",3,20624,20619,19533
939,56;64;179;183,False,4,"[56,64,179,183]",2,11405,11403,11190
940,56;64;179;184,False,4,"[56,64,179,184]",1,141,141,136
941,56;64;179;185,False,4,"[56,64,179,185]",1,5194,5193,5069
942,56;64;181,False,3,"[56,64,181]",3,17474,17465,17014
943,56;64;182,False,3,"[56,64,182]",7,11991,11983,11776
944,56;64;183,False,3,"[56,64,183]",5,22430,22352,21176
945,56;64;184,False,3,"[56,64,184]",3,5798,5795,5680
946,56;64;185,False,3,"[56,64,185]",5,36237,36222,35271
947,56;65;179;184,False,4,"[56,65,179,184]",2,24847,24837,23987
948,56;65;181,False,3,"[56,65,181]",2,2354,2354,2298
949,56;65;185,False,3,"[56,65,185]",1,12667,12657,12267
950,56;66;179;181,False,4,"[56,66,179,181]",1,11863,11861,11520
951,56;66;179;183,False,4,"[56,66,179,183]",1,10545,10540,10215
952,56;66;179;184,False,4,"[56,66,179,184]",1,8678,8673,8471
953,56;66;179;185,False,4,"[56,66,179,185]",1,8657,8653,8412
954,56;66;182,False,3,"[56,66,182]",3,11553,11542,11300
955,56;66;183,False,3,"[56,66,183]",1,242,241,229
956,56;67;179;181,False,4,"[56,67,179,181]",2,17601,17598,17077
957,56;67;179;182,False,4,"[56,67,179,182]",1,7922,7919,7694
958,56;67;179;183,False,4,"[56,67,179,183]",1,5160,5158,5042
959,56;67;179;184,False,4,"[56,67,179,184]",1,453,453,439
960,56;67;182,False,3,"[56,67,182]",3,17976,17970,17550
961,56;67;183,False,3,"[56,67,183]",1,6871,6868,6706
962,56;67;184,False,3,"[56,67,184]",3,24757,24753,23186
963,56;67;185,False,3,"[56,67,185]",1,370,370,364
964,56;68;179;183,False,4,"[56,68,179,183]",1,7959,7957,7756
965,56;68;181,False,3,"[56,68,181]",1,11128,11127,10765
966,56;68;182,False,3,"[56,68,182]",4,21328,21314,20780
967,56;68;184,False,3,"[56,68,184]",4,23953,23946,23352
968,56;69;179;185,False,4,"[56,69,179,185]",1,675,675,653
969,56;69;184,False,3,"[56,69,184]",1,6740,6733,6573
970,56;70;179;181,False,4,"[56,70,179,181]",1,13420,13415,12940
971,56;70;179;183,False,4,"[56,70,179,183]",1,14529,14524,14020
972,56;70;181,False,3,"[56,70,181]",1,11544,11539,11097
973,56;70;182,False,3,"[56,70,182]",7,50873,50847,49630
974,56;70;185,False,3,"[56,70,185]",1,7479,7474,7255
975,56;179;181;182,False,4,"[56,179,181,182]",1,6423,6420,6177
976,56;179;181;184,False,4,"[56,179,181,184]",1,8710,8703,8429
977,56;179;181;185,False,4,"[56,179,181,185]",1,5177,5175,5074
978,56;179;182;183,False,4,"[56,179,182,183]",2,19567,19552,18902
979,56;179;183;184,False,4,"[56,179,183,184]",2,5280,5271,5123
980,56;181;182,False,3,"[56,181,182]",24,160301,159821,154692
981,56;181;182;183,False,4,"[56,181,182,183]",4,12082,12036,10716
982,56;181;182;184,False,4,"[56,181,182,184]",4,16581,16556,16130
983,56;181;183;185,False,4,"[56,181,183,185]",2,5395,5386,5264
984,56;181;184,False,3,"[56,181,184]",14,104789,104621,100928
985,56;181;184;185,False,4,"[56,181,184,185]",1,4282,4280,4183
986,56;181;185,False,3,"[56,181,185]",18,99534,99370,96306
987,56;181;194,False,3,"[56,181,194]",2,6174,6174,6037
988,56;181;300,False,3,"[56,181,300]",1,1910,1910,1873
989,56;182;183,False,3,"[56,182,183]",36,217479,217264,208545
990,56;182;184,False,3,"[56,182,184]",1,11794,11794,11384
991,56;182;194,False,3,"[56,182,194]",3,16895,16894,16554
992,56;183;184,False,3,"[56,183,184]",26,159415,159238,150524
993,56;183;184;185,False,4,"[56,183,184,185]",1,9230,9188,8879
994,56;183;185,False,3,"[56,183,185]",11,70340,70263,68276
995,56;183;194,False,3,"[56,183,194]",3,20375,20375,19886
996,56;183;300,False,3,"[56,183,300]",1,3511,3511,3358
997,56;184;185,False,3,"[56,184,185]",1,7015,6993,6790
998,57;59;179;181,False,4,"[57,59,179,181]",1,367,367,355
999,57;59;179;182,False,4,"[57,59,179,182]",1,5042,5040,4929
1000,57;59;179;183,False,4,"[57,59,179,183]",1,11319,11317,10937
1001,57;59;181,False,3,"[57,59,181]",6,27231,27227,26626
1002,57;59;182,False,3,"[57,59,182]",4,9065,9060,8840
1003,57;59;183,False,3,"[57,59,183]",4,17661,17655,17217
1004,57;59;184,False,3,"[57,59,184]",2,7084,7083,6884
1005,57;60;179;183,False,4,"[57,60,179,183]",1,6477,6477,6345
1006,57;60;179;185,False,4,"[57,60,179,185]",1,14579,14575,13859
1007,57;60;181,False,3,"[57,60,181]",8,30391,30376,29686
1008,57;60;182,False,3,"[57,60,182]",3,13055,13052,12769
1009,57;60;183,False,3,"[57,60,183]",1,8208,8207,7998
1010,57;60;185,False,3,"[57,60,185]",1,4232,4231,4138
1011,57;62;179;183,False,4,"[57,62,179,183]",1,282,282,276
1012,57;63;179;181,False,4,"[57,63,179,181]",2,17323,17317,16728
1013,57;63;179;183,False,4,"[57,63,179,183]",1,6538,6537,6382
1014,57;63;181,False,3,"[57,63,181]",1,4551,4549,4464
1015,57;63;183,False,3,"[57,63,183]",1,284,284,282
1016,57;63;184,False,3,"[57,63,184]",1,6658,6656,6515
1017,57;64;179;182,False,4,"[57,64,179,182]",1,11396,11394,10492
1018,57;64;179;184,False,4,"[57,64,179,184]",1,119,119,113
1019,57;64;181,False,3,"[57,64,181]",1,6987,6984,6815
1020,57;64;183,False,3,"[57,64,183]",2,10426,10425,10202
1021,57;64;185,False,3,"[57,64,185]",4,191841,191829,77493
1022,57;65;181,False,3,"[57,65,181]",1,810,810,780
1023,57;66;179;181,False,4,"[57,66,179,181]",1,11863,11861,11520
1024,57;66;179;183,False,4,"[57,66,179,183]",1,10680,10676,10407
1025,57;66;183,False,3,"[57,66,183]",1,5496,5491,5361
1026,57;69;184,False,3,"[57,69,184]",1,25751,25743,24383
1027,57;70;179;182,False,4,"[57,70,179,182]",1,17005,17002,16347
1028,57;179;181;182,False,4,"[57,179,181,182]",2,21550,21526,20816
1029,57;179;181;184,False,4,"[57,179,181,184]",1,10765,10741,10369
1030,57;179;182;183,False,4,"[57,179,182,183]",1,7907,7883,7537
1031,57;181;182,False,3,"[57,181,182]",8,71304,71074,68647
1032,57;181;182;183,False,4,"[57,181,182,183]",1,11307,11303,10971
1033,57;181;182;184,False,4,"[57,181,182,184]",1,10099,10097,9741
1034,57;181;183;184,False,4,"[57,181,183,184]",2,8040,8038,7768
1035,57;181;183;185,False,4,"[57,181,183,185]",1,696,696,671
1036,57;181;184,False,3,"[57,181,184]",4,29115,29022,28104
1037,57;181;184;185,False,4,"[57,181,184,185]",1,7217,7206,7006
1038,57;181;185,False,3,"[57,181,185]",1,10750,10750,10436
1039,57;182;183,False,3,"[57,182,183]",20,152824,152415,147296
1040,57;183;184,False,3,"[57,183,184]",5,20032,20031,19555
1041,57;183;184;185,False,4,"[57,183,184,185]",3,36542,36457,34910
1042,57;183;185,False,3,"[57,183,185]",1,10300,10297,9959
1043,57;183;300,False,3,"[57,183,300]",1,3513,3513,3360
1044,58;59;179;183,False,4,"[58,59,179,183]",1,5497,5495,5353
1045,58;59;181,False,3,"[58,59,181]",2,11831,11831,11592
1046,58;59;182,False,3,"[58,59,182]",7,29341,29334,27692
1047,58;59;183,False,3,"[58,59,183]",4,21160,21151,20685
1048,58;59;184,False,3,"[58,59,184]",3,17042,17032,16695
1049,58;60;179;181,False,4,"[58,60,179,181]",2,12050,12048,11741
1050,58;60;179;182,False,4,"[58,60,179,182]",1,4649,4649,4574
1051,58;60;181,False,3,"[58,60,181]",4,22123,22117,21629
1052,58;60;182,False,3,"[58,60,182]",1,86,86,82
1053,58;60;183,False,3,"[58,60,183]",4,18672,18665,18231
1054,58;60;184,False,3,"[58,60,184]",1,65,65,63
1055,58;60;185,False,3,"[58,60,185]",2,10017,10014,9832
1056,58;62;183,False,3,"[58,62,183]",1,19283,19277,18566
1057,58;63;179;183,False,4,"[58,63,179,183]",1,5553,5552,5397
1058,58;63;181,False,3,"[58,63,181]",1,6055,6050,5890
1059,58;63;182,False,3,"[58,63,182]",2,12032,12029,11749
1060,58;63;185,False,3,"[58,63,185]",1,6476,6472,6286
1061,58;64;179;183,False,4,"[58,64,179,183]",1,6634,6633,6503
1062,58;64;179;184,False,4,"[58,64,179,184]",1,140,140,135
1063,58;64;182,False,3,"[58,64,182]",1,6275,6274,6126
1064,58;65;181,False,3,"[58,65,181]",1,1559,1559,1534
1065,58;67;179;181,False,4,"[58,67,179,181]",1,10200,10198,9816
1066,58;67;179;184,False,4,"[58,67,179,184]",1,454,454,440
1067,58;67;182,False,3,"[58,67,182]",2,6557,6555,6379
1068,58;67;183,False,3,"[58,67,183]",1,224,224,224
1069,58;67;184,False,3,"[58,67,184]",2,19042,19040,17585
1070,58;68;182,False,3,"[58,68,182]",1,11647,11644,11238
1071,58;68;183,False,3,"[58,68,183]",1,9781,9779,9505
1072,58;68;184,False,3,"[58,68,184]",1,9089,9085,8850
1073,58;69;183,False,3,"[58,69,183]",1,737,737,704
1074,58;70;179;181,False,4,"[58,70,179,181]",1,13423,13417,12941
1075,58;179;181;182,False,4,"[58,179,181,182]",1,6760,6745,6564
1076,58;179;183;184,False,4,"[58,179,183,184]",3,30385,30337,29321
1077,58;179;183;185,False,4,"[58,179,183,185]",2,9787,9784,9465
1078,58;181;182,False,3,"[58,181,182]",13,100596,100388,97056
1079,58;181;184,False,3,"[58,181,184]",6,29969,29886,29043
1080,58;181;185,False,3,"[58,181,185]",11,79534,79464,76937
1081,58;181;194,False,3,"[58,181,194]",1,736,736,730
1082,58;181;300,False,3,"[58,181,300]",1,1909,1909,1872
1083,58;182;183,False,3,"[58,182,183]",18,163821,163554,158055
1084,58;182;300,False,3,"[58,182,300]",1,2200,2200,2110
1085,58;183;184,False,3,"[58,183,184]",12,34693,34647,33716
1086,58;183;185,False,3,"[58,183,185]",7,58103,58042,56137
1087,58;183;194,False,3,"[58,183,194]",2,12890,12836,12511
1088,58;185;186,False,3,"[58,185,186]",1,2999,2999,2815
1089,71,False,1,[71],275,1168006,1167973,870448
1090,71;179,False,2,"[71,179]",3,62373,62373,58651
1091,72,False,1,[72],48,603977,603912,531143
1092,73,False,1,[73],35,487157,487153,441037
1093,73;179,False,2,"[73,179]",1,20718,20716,19588
1094,74,False,1,[74],718,1990870,1990808,1421905
1095,74;179,False,2,"[74,179]",13,238356,238351,225520
1096,75,False,1,[75],28,575575,575572,415844
1097,75;179,False,2,"[75,179]",1,14654,14652,14077
1098,76,False,1,[76],395,2221726,2221505,1889248
1099,76;179,False,2,"[76,179]",9,136273,136262,128608
1100,77,False,1,[77],502,2589160,2588808,2256157
1101,77;179,False,2,"[77,179]",21,300410,300397,285306
1102,78,False,1,[78],308,1389980,1389382,1092521
1103,78;179,False,2,"[78,179]",4,73716,73712,70295
1104,79,False,1,[79],20,418083,418083,380374
1105,80,False,1,[80],124,836299,836238,687237
1106,80;179,False,2,"[80,179]",4,55064,55062,53031
1107,81,False,1,[81],49,556504,556503,478868
1108,81;179,False,2,"[81,179]",2,58719,58719,55149
1109,82,False,1,[82],56,566098,566098,500949
1110,83,False,1,[83],349,1982970,1982611,1624714
1111,83;179,False,2,"[83,179]",5,89836,89835,84733
1112,84,False,1,[84],204,1021638,1021626,813733
1113,84;179,False,2,"[84,179]",1,23418,23418,22186
1114,85,False,1,[85],591,2964669,2964198,2567142
1115,85;179,False,2,"[85,179]",13,192478,192468,183379
1116,86,False,1,[86],183,755853,755808,670231
1117,86;179,False,2,"[86,179]",6,85482,85476,82082
1118,87,False,1,[87],76,681407,681402,602815
1119,87;179,False,2,"[87,179]",2,23608,23608,20957
1120,88,False,1,[88],87,638090,638055,577800
1121,88;179,False,2,"[88,179]",1,11096,11096,10693
1122,89,False,1,[89],17,329316,329315,295890
1123,90,False,1,[90],55,614687,614681,500067
1124,90;179,False,2,"[90,179]",1,18428,18428,17616
1125,91,False,1,[91],6,278904,278903,247513
1126,92,False,1,[92],49,467709,467702,420399
1127,93,False,1,[93],41,468320,468317,419418
1128,94,False,1,[94],60,602669,602663,539011
1129,95,False,1,[95],44,547193,547184,491836
1130,95;179,False,2,"[95,179]",1,21613,21613,20381
1131,96,False,1,[96],58,725018,725014,552622
1132,97,False,1,[97],11,358212,358209,308235
1133,98,False,1,[98],215,796577,796452,669659
1134,99,False,1,[99],19,423413,423291,382330
1135,99;179,False,2,"[99,179]",1,23964,23963,22155
1136,100,False,1,[100],16,525065,525063,364444
1137,101,False,1,[101],17,342182,342178,307718
1138,102,False,1,[102],6,197664,197664,168629
1139,103,False,1,[103],54,614103,614099,524363
1140,104,False,1,[104],41,466163,466162,410109
1141,105,False,1,[105],43,473631,473622,420178
1142,106,False,1,[106],108,704505,704504,629753
1143,106;179,False,2,"[106,179]",1,23412,23412,22180
1144,107,False,1,[107],46,485872,485864,432366
1145,108,False,1,[108],23,365812,365812,328807
1146,108;179,False,2,"[108,179]",1,31294,31294,29226
1147,109,False,1,[109],19,360280,360279,318505
1148,109;179,False,2,"[109,179]",1,31990,31990,29657
1149,110,False,1,[110],10,236274,236274,200304
1150,110;179,False,2,"[110,179]",1,19606,19606,18506
1151,111,False,1,[111],12,244192,244192,206776
1152,112,False,1,[112],21,320843,320843,241193
1153,113,False,1,[113],24,427021,427021,387553
1154,113;179,False,2,"[113,179]",1,30334,30333,28412
1155,114,False,1,[114],26,493891,493891,434961
1156,115,False,1,[115],19,447974,447972,351682
1157,115;179,False,2,"[115,179]",1,21612,21612,20382
1158,116,False,1,[116],40,558442,558244,499246
1159,117,False,1,[117],21,466952,466951,420672
1160,117;179,False,2,"[117,179]",1,27579,27575,25899
1161,118,False,1,[118],33,472054,472051,417936
1162,119,False,1,[119],212,1027372,1027344,850485
1163,119;179,False,2,"[119,179]",4,52380,52378,50502
1164,120,False,1,[120],75,647106,646818,591807
1165,120;179,False,2,"[120,179]",12,155582,155572,148744
1166,121,False,1,[121],70,620277,620272,549529
1167,122,False,1,[122],27,394322,394319,345049
1168,122;179,False,2,"[122,179]",2,35083,35081,33383
1169,123,False,1,[123],19,452923,452923,403530
1170,124,False,1,[124],16,392314,392314,355226
1171,125,False,1,[125],10,302282,302282,263006
1172,126,False,1,[126],12,368314,368311,326156
1173,126;179,False,2,"[126,179]",1,16703,16703,15959
1174,128,False,1,[128],27,331172,331171,293421
1175,128;179,False,2,"[128,179]",1,31991,31991,29658
1176,129,False,1,[129],45,561504,561476,504170
1177,129;179,False,2,"[129,179]",2,27675,27673,26572
1178,130,False,1,[130],35,709066,709056,537486
1179,130;179,False,2,"[130,179]",1,17085,17085,16403
1180,131,False,1,[131],13,203682,203682,178443
1181,132,False,1,[132],23,381569,381568,341478
1182,133,False,1,[133],50,506120,506105,444617
1183,134,False,1,[134],55,592499,592444,535963
1184,134;179,False,2,"[134,179]",6,83433,83425,79553
1185,135,False,1,[135],35,318378,318369,274429
1186,136,False,1,[136],10,244036,244035,206365
1187,137,False,1,[137],12,316106,316106,278722
1188,138,False,1,[138],32,351785,351778,315741
1189,140,False,1,[140],10,325919,325918,285164
1190,141,False,1,[141],10,134178,134178,115809
1191,142,False,1,[142],17,239802,239802,208504
1192,143,False,1,[143],262,1736557,1735773,1570985
1193,143;179,False,2,"[143,179]",41,677755,677728,642526
1194,144,False,1,[144],21,385520,385519,346249
1195,145,False,1,[145],10,423594,423594,275137
1196,145;179,False,2,"[145,179]",1,30333,30332,28411
1197,146,False,1,[146],1,918,918,906
1198,146;147;148;162;178,False,5,"[146,147,148,162,178]",1,2342,2339,2302
1199,146;147;148;165;178,False,5,"[146,147,148,165,178]",1,9541,9538,9240
1200,146;147;148;165;178;179,False,6,"[146,147,148,165,178,179]",1,5202,5198,5063
1201,146;147;148;176,False,4,"[146,147,148,176]",1,48,48,48
1202,146;147;148;176;179,False,5,"[146,147,148,176,179]",2,10551,10540,10268
1203,146;147;149;162;178,False,5,"[146,147,149,162,178]",3,28636,28622,27691
